,year,mean-temp(celsius),stnid,Station name,Prov,%Miss,Lat(deg),Long(deg),Elev(m),Joined,RCS
12081,2011,-9999.9,2201450,FORT_GOOD_HOPE,NWT,25.0,66.2,-128.6,8,y,n
12082,2012,-9999.9,2201450,FORT_GOOD_HOPE,NWT,25.0,66.2,-128.6,8,y,n
12083,2013,-26.5,2201450,FORT_GOOD_HOPE,NWT,25.0,66.2,-128.6,8,y,n
12084,2014,-25.3,2201450,FORT_GOOD_HOPE,NWT,25.0,66.2,-128.6,8,y,n
12085,2015,-23.1,2201450,FORT_GOOD_HOPE,NWT,25.0,66.2,-128.6,8,y,n
12086,2016,-20.9,2201450,FORT_GOOD_HOPE,NWT,25.0,66.2,-128.6,8,y,n
12087,2017,-21.2,2201450,FORT_GOOD_HOPE,NWT,25.0,66.2,-128.6,8,y,n
12088,2018,-19.6,2201450,FORT_GOOD_HOPE,NWT,25.0,66.2,-128.6,8,y,n
12089,2019,-20.8,2201450,FORT_GOOD_HOPE,NWT,25.0,66.2,-128.6,8,y,n
12090,1908,-9999.9,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12091,1909,-9999.9,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12092,1910,-30.1,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12093,1911,-29.9,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12094,1912,-27.0,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12095,1913,-31.6,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12096,1914,-32.0,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12097,1915,-26.2,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12098,1916,-28.0,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12099,1917,-31.2,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12100,1918,-9999.9,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12101,1919,-31.4,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12102,1920,-24.3,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12103,1921,-30.6,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12104,1922,-25.2,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12105,1923,-29.3,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12106,1924,-32.4,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12107,1925,-33.9,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12108,1926,-26.6,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12109,1927,-28.4,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12110,1928,-26.3,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12111,1929,-26.7,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12112,1930,-27.6,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12113,1931,-26.0,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12114,1932,-31.4,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12115,1933,-33.4,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12116,1934,-32.6,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12117,1935,-27.1,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12118,1936,-34.9,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12119,1937,-28.8,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12120,1938,-9999.9,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12121,1939,-28.8,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12122,1940,-23.3,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12123,1941,-27.3,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12124,1942,-26.8,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12125,1943,-29.2,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12126,1944,-25.8,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12127,1945,-25.1,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12128,1946,-31.0,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12129,1947,-32.5,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12130,1948,-25.9,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12131,1949,-9999.9,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12132,1950,-27.5,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12133,1951,-29.5,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12134,1952,-9999.9,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12135,1953,-27.1,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12136,1954,-30.6,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12137,1955,-29.6,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12138,1956,-31.6,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12139,1957,-27.6,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12140,1958,-32.1,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12141,1959,-30.2,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12142,1960,-28.5,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12143,1961,-29.5,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12144,1962,-29.3,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12145,1963,-28.3,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12146,1964,-27.2,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12147,1965,-34.1,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12148,1966,-33.7,2201500,FORT_GOOD_HOPE_2,NWT,2.0,66.2,-128.6,4,n,n
12149,1973,-9999.9,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12150,1974,-9999.9,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12151,1975,-21.7,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12152,1976,-22.3,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12153,1977,-14.8,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12154,1978,-20.2,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12155,1979,-25.4,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12156,1980,-9999.9,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12157,1981,-19.1,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12158,1982,-27.1,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12159,1983,-9999.9,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12160,1984,-21.3,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12161,1985,-9999.9,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12162,1986,-16.2,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12163,1987,-12.8,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12164,1988,-18.8,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12165,1989,-19.2,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12166,1990,-21.1,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12167,1991,-21.0,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12168,1992,-18.7,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12169,1993,-19.3,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12170,1994,-22.1,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12171,1995,-19.7,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12172,1996,-22.0,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12173,1997,-18.2,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12174,1998,-20.4,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12175,1999,-20.3,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12176,2000,-16.9,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12177,2001,-17.4,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12178,2002,-20.0,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12179,2003,-17.5,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12180,2004,-9999.9,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12181,2005,-9999.9,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12182,2006,-9999.9,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12183,2007,-9999.9,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12184,2008,-20.3,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12185,2009,-21.8,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12186,2010,-18.5,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12187,2011,-20.2,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12188,2012,-14.1,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12189,2013,-19.3,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12190,2014,-18.9,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12191,2015,-17.7,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12192,2016,-15.0,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12193,2017,-15.9,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12194,2018,-16.3,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12195,2019,-18.4,2201579,FORT_LIARD,NWT,3.5,60.2,-123.4,21,y,n
12196,1940,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12197,1941,-27.0,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12198,1942,-25.3,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12199,1943,-27.4,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12200,1944,-25.5,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12201,1945,-24.8,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12202,1946,-30.4,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12203,1947,-30.7,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12204,1948,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12205,1949,-29.4,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12206,1950,-25.8,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12207,1951,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12208,1952,-30.4,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12209,1953,-28.5,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12210,1954,-29.8,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12211,1955,-30.0,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12212,1956,-29.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12213,1957,-25.4,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12214,1958,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12215,1959,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12216,1960,-28.2,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12217,1961,-27.8,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12218,1962,-26.1,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12219,1963,-25.8,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12220,1964,-27.4,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12221,1965,-34.1,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12222,1966,-32.3,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12223,1967,-27.5,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12224,1968,-25.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12225,1969,-31.6,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12226,1970,-27.0,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12227,1971,-31.5,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12228,1972,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12229,1973,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12230,1974,-28.1,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12231,1975,-31.3,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12232,1976,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12233,1977,-26.5,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12234,1978,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12235,1979,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12236,1980,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12237,1981,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12238,1982,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12239,1983,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12240,1984,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12241,1985,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12242,1986,-24.4,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12243,1987,-23.4,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12244,1988,-24.5,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12245,1989,-21.3,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12246,1990,-30.6,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12247,1991,-26.2,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12248,1992,-28.3,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12249,1993,-23.0,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12250,1994,-27.4,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12251,1995,-25.5,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12252,1996,-26.8,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12253,1997,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12254,1998,-26.6,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12255,1999,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12256,2000,-24.5,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12257,2001,-23.4,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12258,2002,-25.1,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12259,2003,-23.4,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12260,2004,-28.2,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12261,2005,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12262,2006,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12263,2007,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12264,2008,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12265,2009,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12266,2010,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12267,2011,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12268,2012,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12269,2013,-9999.9,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12270,2014,-24.5,2201601,FORT_MCPHERSON,NWT,19.2,67.4,-134.8,3,y,n
12271,1908,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12272,1909,-29.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12273,1910,-26.3,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12274,1911,-26.4,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12275,1912,-24.7,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12276,1913,-28.2,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12277,1914,-29.0,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12278,1915,-24.4,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12279,1916,-24.5,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12280,1917,-27.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12281,1918,-30.2,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12282,1919,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12283,1920,-21.7,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12284,1921,-27.7,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12285,1922,-22.7,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12286,1923,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12287,1924,-28.7,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12288,1925,-30.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12289,1926,-23.6,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12290,1927,-25.2,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12291,1928,-24.1,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12292,1929,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12293,1930,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12294,1931,-22.0,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12295,1932,-27.6,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12296,1933,-30.7,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12297,1934,-28.4,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12298,1935,-24.0,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12299,1936,-30.1,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12300,1937,-25.6,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12301,1938,-26.8,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12302,1939,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12303,1940,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12304,1941,-24.0,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12305,1942,-23.1,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12306,1943,-27.3,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12307,1944,-22.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12308,1945,-22.6,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12309,1946,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12310,1947,-29.7,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12311,1948,-22.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12312,1949,-28.4,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12313,1950,-26.5,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12314,1951,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12315,1952,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12316,1953,-24.5,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12317,1954,-25.7,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12318,1955,-26.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12319,1956,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12320,1957,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12321,1958,-29.3,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12322,1959,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12323,1960,-24.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12324,1961,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12325,1962,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12326,1963,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12327,1964,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12328,1965,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12329,1966,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12330,1967,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12331,1968,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12332,1969,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12333,1970,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12334,1971,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12335,1972,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12336,1973,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12337,1974,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12338,1975,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12339,1976,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12340,1977,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12341,1978,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12342,1979,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12343,1980,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12344,1981,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12345,1982,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12346,1983,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12347,1984,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12348,1985,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12349,1986,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12350,1987,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12351,1988,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12352,1989,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12353,1990,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12354,1991,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12355,1992,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12356,1993,-22.0,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12357,1994,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12358,1995,-23.3,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12359,1996,-25.3,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12360,1997,-23.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12361,1998,-23.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12362,1999,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12363,2000,-9999.9,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
12364,2001,-22.2,2201700,TULITA_A,NWT,36.6,64.9,-125.5,10,n,n
