,year,mean-temp(celsius),stnid,Station name,Prov,%Miss,Lat(deg),Long(deg),Elev(m),Joined,RCS
25039,1933,-15.1,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25040,1934,-12.1,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25041,1935,-14.4,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25042,1936,-20.8,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25043,1937,-19.1,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25044,1938,-15.1,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25045,1939,-13.9,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25046,1940,-11.7,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25047,1941,-13.2,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25048,1942,-10.1,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25049,1943,-15.9,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25050,1944,-9.7,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25051,1945,-13.3,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25052,1946,-14.5,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25053,1947,-16.0,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25054,1948,-14.4,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25055,1949,-18.3,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25056,1950,-20.7,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25057,1951,-16.7,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25058,1952,-16.3,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25059,1953,-11.4,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25060,1954,-10.9,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25061,1955,-11.1,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25062,1956,-17.0,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25063,1957,-14.6,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25064,1958,-10.1,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25065,1959,-15.7,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25066,1960,-12.6,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25067,1961,-11.2,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25068,1962,-16.4,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25069,1963,-13.3,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25070,1964,-10.5,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25071,1965,-18.3,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25072,1966,-16.5,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25073,1967,-14.2,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25074,1968,-13.4,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25075,1969,-18.5,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25076,1970,-13.4,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25077,1971,-16.5,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25078,1972,-18.6,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25079,1973,-12.9,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25080,1974,-15.6,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25081,1975,-11.8,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25082,1976,-11.2,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25083,1977,-11.4,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25084,1978,-19.1,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25085,1979,-19.0,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25086,1980,-11.6,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25087,1981,-10.7,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25088,1982,-17.3,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25089,1983,-9.0,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25090,1984,-11.8,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25091,1985,-15.9,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25092,1986,-11.1,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25093,1987,-6.2,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25094,1988,-10.9,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25095,1989,-13.7,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25096,1990,-11.1,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25097,1991,-12.0,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25098,1992,-8.2,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25099,1993,-14.7,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25100,1994,-15.7,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25101,1995,-10.4,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25102,1996,-15.6,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25103,1997,-15.2,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25104,1998,-8.1,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25105,1999,-10.7,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25106,2000,-9.8,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25107,2001,-13.9,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25108,2002,-9.4,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25109,2003,-11.4,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25110,2004,-11.5,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25111,2005,-11.9,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25112,2006,-8.0,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25113,2007,-11.0,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25114,2008,-9999.9,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25115,2009,-9999.9,4018160,TUGASKE,SASK,0.8,50.8,-106.3,60,n,n
25116,1953,-9999.9,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25117,1954,-13.2,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25118,1955,-12.9,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25119,1956,-18.9,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25120,1957,-16.5,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25121,1958,-13.4,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25122,1959,-17.2,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25123,1960,-14.0,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25124,1961,-12.4,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25125,1962,-19.0,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25126,1963,-16.0,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25127,1964,-12.5,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25128,1965,-9999.9,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25129,1966,-19.1,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25130,1967,-17.1,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25131,1968,-15.5,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25132,1969,-20.3,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25133,1970,-15.0,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25134,1971,-19.0,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25135,1972,-21.0,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25136,1973,-15.9,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25137,1974,-17.6,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25138,1975,-12.9,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25139,1976,-13.0,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25140,1977,-13.1,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25141,1978,-19.9,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25142,1979,-20.5,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25143,1980,-14.4,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25144,1981,-12.8,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25145,1982,-18.7,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25146,1983,-11.9,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25147,1984,-13.1,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25148,1985,-17.5,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25149,1986,-12.9,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25150,1987,-8.7,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25151,1988,-13.4,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25152,1989,-14.6,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25153,1990,-14.3,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25154,1991,-14.6,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25155,1992,-10.6,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25156,1993,-16.6,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25157,1994,-17.5,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25158,1995,-13.4,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25159,1996,-17.2,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25160,1997,-17.3,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25161,1998,-9.9,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25162,1999,-13.1,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25163,2000,-11.4,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25164,2001,-16.2,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25165,2002,-11.5,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25166,2003,-14.2,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25167,2004,-13.4,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25168,2005,-14.4,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25169,2006,-10.6,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25170,2007,-13.5,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25171,2008,-16.0,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25172,2009,-17.5,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25173,2010,-15.7,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25174,2011,-15.3,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25175,2012,-8.2,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25176,2013,-15.0,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25177,2014,-18.5,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25178,2015,-13.2,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25179,2016,-10.1,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25180,2017,-11.4,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25181,2018,-13.8,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25182,2019,-16.3,4018642,WATROUS,SASK,0.6,51.6,-105.4,52,y,y
25183,1915,-9999.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25184,1916,-18.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25185,1917,-20.4,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25186,1918,-19.6,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25187,1919,-13.4,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25188,1920,-16.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25189,1921,-11.7,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25190,1922,-15.7,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25191,1923,-17.3,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25192,1924,-12.4,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25193,1925,-17.8,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25194,1926,-9.5,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25195,1927,-16.2,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25196,1928,-14.7,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25197,1929,-17.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25198,1930,-15.7,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25199,1931,-7.4,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25200,1932,-12.5,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25201,1933,-16.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25202,1934,-13.3,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25203,1935,-14.8,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25204,1936,-21.2,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25205,1937,-18.4,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25206,1938,-15.4,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25207,1939,-15.5,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25208,1940,-11.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25209,1941,-12.8,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25210,1942,-10.5,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25211,1943,-16.2,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25212,1944,-9.8,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25213,1945,-13.4,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25214,1946,-16.2,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25215,1947,-9999.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25216,1948,-15.0,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25217,1949,-17.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25218,1950,-20.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25219,1951,-16.2,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25220,1952,-15.4,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25221,1953,-11.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25222,1954,-12.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25223,1955,-12.7,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25224,1956,-17.7,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25225,1957,-16.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25226,1958,-12.2,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25227,1959,-16.6,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25228,1960,-12.0,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25229,1961,-11.8,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25230,1962,-18.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25231,1963,-15.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25232,1964,-12.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25233,1965,-18.6,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25234,1966,-17.5,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25235,1967,-15.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25236,1968,-9999.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25237,1969,-9999.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25238,1970,-9999.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25239,1971,-9999.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25240,1972,-9999.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25241,1973,-9999.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25242,1974,-16.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25243,1975,-12.7,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25244,1976,-12.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25245,1977,-14.6,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25246,1978,-19.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25247,1979,-20.5,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25248,1980,-14.3,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25249,1981,-11.7,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25250,1982,-17.7,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25251,1983,-11.2,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25252,1984,-12.8,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25253,1985,-16.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25254,1986,-12.8,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25255,1987,-8.2,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25256,1988,-12.6,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25257,1989,-14.6,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25258,1990,-13.8,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25259,1991,-14.3,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25260,1992,-10.2,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25261,1993,-15.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25262,1994,-17.4,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25263,1995,-12.7,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25264,1996,-16.6,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25265,1997,-16.5,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25266,1998,-8.8,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25267,1999,-12.7,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25268,2000,-10.2,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25269,2001,-15.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25270,2002,-10.7,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25271,2003,-13.6,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25272,2004,-13.5,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25273,2005,-13.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25274,2006,-9.3,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25275,2007,-13.1,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25276,2008,-9999.9,4018880,WHITEWOOD,SASK,6.8,50.3,-102.2,59,n,n
25277,1911,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25278,1912,-14.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25279,1913,-14.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25280,1914,-13.6,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25281,1915,-12.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25282,1916,-18.2,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25283,1917,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25284,1918,-17.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25285,1919,-11.5,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25286,1920,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25287,1921,-10.4,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25288,1922,-15.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25289,1923,-15.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25290,1924,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25291,1925,-15.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25292,1926,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25293,1927,-15.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25294,1928,-14.5,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25295,1929,-15.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25296,1930,-14.4,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25297,1931,-5.3,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25298,1932,-11.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25299,1933,-14.2,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25300,1934,-11.2,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25301,1935,-13.2,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25302,1936,-20.6,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25303,1937,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25304,1938,-14.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25305,1939,-14.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25306,1940,-12.5,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25307,1941,-13.4,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25308,1942,-9.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25309,1943,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25310,1944,-9.7,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25311,1945,-12.6,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25312,1946,-14.1,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25313,1947,-16.2,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25314,1948,-14.3,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25315,1949,-19.0,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25316,1950,-18.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25317,1951,-16.6,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25318,1952,-15.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25319,1953,-10.5,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25320,1954,-11.1,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25321,1955,-9999.9,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25322,1956,-17.3,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25323,1957,-14.6,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25324,1958,-10.0,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25325,1959,-15.6,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25326,1960,-13.2,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25327,1961,-11.1,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25328,1962,-16.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25329,1963,-14.0,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25330,1964,-10.2,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25331,1965,-19.1,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25332,1966,-16.3,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25333,1967,-14.2,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25334,1968,-13.5,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25335,1969,-18.0,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25336,1970,-13.8,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25337,1971,-16.1,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25338,1972,-17.5,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
25339,1973,-11.2,4019041,YELLOW_GRASS,SASK,3.8,49.8,-104.1,57,y,y
